No,Ionizable lipid,Helper lipid,Cholesterol,PEG,Additional component,,Organ,,Ionizable lipid(S),Helper lipid(S),Cholesterol(S),PEG(S),Additional component(S),,,,Ionizable lipid(M),Helper lipid(M),Cholesterol(M),PEG(M),Additional component(M)
257,am-a12k2,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)N,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
258,am-a12k4-ca,DSPC,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)O)N,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
259,am-a12k4,DSPC,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N)N,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
260,am-k2a12k2,DSPC,cholesterol,DMG-PEG2000,\,,Lung,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)N,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
261,am-k3a12k2,DSPC,cholesterol,DMG-PEG2000,\,,Lung,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)N,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
262,am-ka12k2,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)[C@H](CCCCN)N,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
263,am-r2a12k2,DSPC,cholesterol,DMG-PEG2000,\,,Lung,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)N,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
264,am-r3a12k2,DSPC,cholesterol,DMG-PEG2000,\,,Lung,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)N,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
265,am-ra12k2,DSPC,cholesterol,DMG-PEG2000,\,,Lung,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)[C@H](CCCNC(=N)N)N,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
266,ca12k2,DSPC,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)[C@H](CS)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
267,da12k2,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)[C@H](CC(=O)O)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
268,ea12k2,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)[C@H](CCC(=O)O)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
269,fa12k2,DSPC,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
270,ga12k2,DSPC,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)CNC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
271,ha12k2,DSPC,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N)NC(=O)[C@H](CC1=CNC=N1)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
272,ia12k2,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)[C@H](C(C)CC)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
273,ka12k2,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)[C@H](CCCCN)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
274,la12k2,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)[C@H](CC(C)C)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
275,ma12k2,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)[C@H](CCSC)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
276,na12k2,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)[C@H](CC(=O)N)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
277,pa12k2,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)C1CCCN1,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
278,qa12k2,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)[C@H](CCC(=O)N)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
279,ra12k2,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)[C@H](CCCNC(=N)N)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
280,sa12k2,DSPC,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)[C@H](CO)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
281,ta12k2,DSPC,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)[C@H]([C@@H](C)O)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
282,va12k2,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)[C@H](C(C)C)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
283,wa12k2,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
284,ya12k2,DSPC,cholesterol,DMG-PEG2000,\,,Liver,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)[C@H](CC1=CC=C(C=C1)O)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
285,a12k4d-ca,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N[C@@H](CC(=O)O)C(=O)O)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
286,a12k4d2-ca,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)O)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
287,a12k4d3-ca,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)O)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
288,a12k4e-ca,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N[C@@H](CCC(=O)O)C(=O)O)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
289,a12k4e2-ca,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
290,a12k4e3-ca,DSPC,cholesterol,DMG-PEG2000,\,,Spleen,,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCC[C@@H](C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N[C@@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O)NC(=O)[C@H](CCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC)NC(=O)C,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,CCCCCCCCCCCCCC(=O)OCC(COCCOC)OC(=O)CCCCCCCCCCCCC,\,,,,46.3,9.4,42.7,1.6,0
